id;nama;propinsi;kab;alamat;jenis;kelas;status_blu;kepemilikan;total_tempat_tidur;total_layanan;total_tenaga_kerja
3174041;RS Jiwa Dr. Soeharto Heerdjan;DKI Jakarta;Kota Jakarta Barat;Jl. Prof.Dr.Latumeten No. 1 Jakarta Barat;Rumah Sakit Khusus Jiwa;A;BLU;Kemkes ;3;26;398
3172050;RS Pusdikkes;DKI Jakarta;Kota Jakarta Timur;Jl. Raya Bogor Km. 20, Kramat Jati, Jakarta Timur;Rumah Sakit Umum;C;Non BLU/BLUD;TNI AD;126;33;198
3175181;RS Umum Sukmul;DKI Jakarta;Kota Jakarta Utara;Jl. Tawes No.18-20 Tanjung Priuk  Jakarta Utara 14310;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;105;46;168
3172702;RS Umum Dharma Nugraha;DKI Jakarta;Kota Jakarta Timur;Jl. Balai Pustaka Baru 19 Rawamangun;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;101;43;72
3171034;RS Umum AL Cilandak;DKI Jakarta;Kota Jakarta Selatan;Jl. Raya Cilandak KKO Cilandak Timur, Pasar Minggu Jakarta Selatan;Rumah Sakit Umum;B;BLU;TNI AL;198;93;766
3171515;RS Umum MMC;DKI Jakarta;Kota Jakarta Selatan;Jl. H R. Rasuna Said Kav C 20 - 21, Karet Kuningan, Setiabudi, Jakarta Selatan;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;203;122;0
3173645;RS Menteng Mitra Afia;DKI Jakarta;Kota Jakarta Pusat;Jl. Kalipasir No.9 Kel. Kebon Sirih, Kec. Menteng, Jakarta Pusat;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;99;30;164
3174544;RS Kapal Nusa Waluya II;DKI Jakarta;Kota Jakarta Barat;RUKO MAQNA UNIT 12 & 15 APARTEMEN MAQNA  RESIDENCE KOMP. BUSINESS PARK KEBON JERUK JL RAYA MERUYA ILIR NO. 88, Desa/Kelurahan Meruya Utara, Kec. Kembangan;RS Kapal/Bergerak;C;Non BLU/BLUD;Kementerian Lain;26;28;0
3174486;RS Umum  Royal Taruma;DKI Jakarta;Kota Jakarta Barat;Jl. Daan Mogot No.34,Jakarta Barat;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;220;111;571
3172495;RS EMC Pulomas;DKI Jakarta;Kota Jakarta Timur;Jl. Pulomas Barat VI No. 20. ;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;200;133;533
3175385;RS Umum Mitra Keluarga Kelapa Gading;DKI Jakarta;Kota Jakarta Utara;Jl. Bukit Gading Raya Kav.2;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;151;121;954
3173062;RS Primaya PGI Cikini;DKI Jakarta;Kota Jakarta Pusat;Jl. Raden Saleh No. 40 Jakpus;Rumah Sakit Umum;B;Non BLU/BLUD;Organisasi Protestan;206;79;678
3173521;RS Umum Daerah Tarakan;DKI Jakarta;Kota Jakarta Pusat;Jl. Kyai Caringin no. 7 RT 11 / RW 04, Cideng, Kec. Gambir;Rumah Sakit Umum;A;BLUD;Pemprop;437;125;1065
3171702;RS Umum Zahirah;DKI Jakarta;Kota Jakarta Selatan;Jl. Sirsak No.21 RT/RW 009/001, Jagakarsa, Jakarta Selatan, DKI JAKARTA, 12620;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;128;71;355
3171796;RS Umum Petukangan;DKI Jakarta;Kota Jakarta Selatan;Jl. Ciledug Raya No. 8A-B, Petukangan Selatan, Pesanggrahan;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;23;131
3174260;RS Anak dan Bunda Harapan Kita;DKI Jakarta;Kota Jakarta Barat;Jl. Let.Jend. S Parman Kav. 87 Slipi Jakbar;Rumah Sakit Khusus Ibu dan Anak;A;BLU;Kemkes ;258;52;1418
3174523;RS Umum Daerah Matraman;DKI Jakarta;Kota Jakarta Timur;Jl. Kebon kelapa raya no. 29 kel. Utan kayu selatan kec. Matraman;Rumah Sakit Umum;D;Non BLU/BLUD;Pemprop;50;26;195
3173707;RS Gigi Dan Mulut YARSI;DKI Jakarta;Kota Jakarta Pusat;Jl. LetJend Suprapto Kav. 13 Cempaka Putih. Jakarta Pusat. DKI Jakarta;Rumah Sakit Khusus Gigi dan Mulut;B;Non BLU/BLUD;SWASTA/LAINNYA;12;19;74
3172072;RS Umum Bhayangkara Tk. I R.Said Sukanto;DKI Jakarta;Kota Jakarta Timur;Jl. Raya Bogor Kramat Jati,Jakarta Timur;Rumah Sakit Umum;A;BLU;POLRI;766;132;2696
3174074;RS Umum Daerah Cengkareng;DKI Jakarta;Kota Jakarta Barat;Jl.Kamal Raya Bumi Cengkareng Indah Cengkareng Timur;Rumah Sakit Umum;B;BLUD;Pemprop;410;110;1086
3175315;RS Umum  Satya Negara;DKI Jakarta;Kota Jakarta Utara;Jl. Agung Utara Raya No. 1 Jakut;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;138;47;102
3172735;RS Jiwa Islam Klender;DKI Jakarta;Kota Jakarta Timur;Jl. Bunga Rampai X, Perumnas Klender , Malaka Jaya Kecamatan Duren Sawit Kota Administrasi Jakarta Timur, Provinsi DKI Jakarta;Rumah Sakit Khusus Jiwa;C;Non BLU/BLUD;Organisasi Islam ;37;19;11
3171060;RS Jiwa Dharmawangsa;DKI Jakarta;Kota Jakarta Selatan;Jl. Darmawangsa Raya Blok P/ II No.13, Kelurahan Pulo Kecamatan Kebayoran Baru Kotamadya Jakarta Selatan Provinsi DKI Jakarta;Rumah Sakit Khusus Jiwa;C;Non BLU/BLUD;Organisasi Sosial;30;13;90
3215067;RS Umum Proklamasi;Jawa Barat;Karawang;Jl. Raya Proklamasi KM. 2 Rengasdengklok, Karawang;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;115;52;460
3208057;RS Umum El-Syifa;Jawa Barat;Kuningan;Jl. RE. Martadinata No.108, Desa Ancaran, Kecamatan Kuningan, Kabupaten Kuningan, Provinsi Jawa Barat;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;61;23;57
3278018;RS Umum Syifa Medina;Jawa Barat;Kota Tasikmalaya;Jl. Bantar No. 15A Kelurahan Argasari Kecamatan Cihideung Kota Tasikmalaya;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;27;125
3216414;RS Umum Amanda;Jawa Barat;Bekasi;Jl. Raya Industri No. 36 Cikarang Utara;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;102;28;164
3276169;RS Umum Anak Negeri Hospital;Jawa Barat;Kota Depok;Jl. Raya Keadilan No. 16 Kp. Rawa Denok RT/RW 04/12 Kel. Rangkapan Jaya Baru, Kec. Pancoran Mas;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;96;28;0
3202014;RS Umum Daerah Sekarwangi;Jawa Barat;Sukabumi;Jl. Siliwangi No. 49 Cibadak Sukabumi;Rumah Sakit Umum;B;BLUD;Pemkab;326;120;466
3273420;RS Umum Al-Islam Bandung;Jawa Barat;Kota Bandung;Jl. Soekarno. Hatta 644 Bandung;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;275;139;975
3204154;RS Umum TNI AU Lanud Sulaiman;Jawa Barat;Bandung;JL. Terusan Kopo KM. 10 NO. 457, Kelurahan Sulaiman, Kecamatan Margahayu, Kabupaten Bandung;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AU;52;25;136
3203038;RS Umum Dr. Hafiz ;Jawa Barat;Cianjur;Jln. Pramuka No. 15 RT 003 RW 002 Desa Sukamulya Kecamtan Karangtengah Kabupaten Cianjur;Rumah Sakit Umum;C;Non BLU/BLUD;Perorangan;202;28;370
3201247;RS EMC Sentul;Jawa Barat;Bogor;Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810;Rumah Sakit Umum;B;Non BLU/BLUD;Perusahaan;200;83;382
3216126;RS Umum Annisa;Jawa Barat;Bekasi;Jl. Cikarang Baru No.31 Cikarang Utara Bekasi;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;189;80;526
3215182;RS Hastien;Jawa Barat;Karawang;Cikangkung Barat II RT.007 RW.002 Desa Rengasdengklok Utara, Kecamatan Rengasdengklok;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;175;28;0
3204101;RS Umum Daerah Cicalengka;Jawa Barat;Bandung;  Jl. H. Darham No.35 - Cikopo, Cicalengka Kab. Bandung ;Rumah Sakit Umum;C;BLUD;Pemkab;136;32;332
3209053;RS Umum Khalishah;Jawa Barat;Cirebon;Jl. Dr. Setia Budi No.8 Desa Pegagan Kecamatan Palimanan, Kabupaten Cirebon, Provinsi Jawa Barat;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;117;28;260
3215162;RS Umum Helsa;Jawa Barat;Karawang;Jln. Ir. H. Juanda No 123 Cikampek Karawang;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;100;21;140
3208060;RS Umum KMC Luragung;Jawa Barat;Kuningan;Dusun Rahayu RT.002/001 Desa Cirahayu Kec. Luragung Kab. Kuningan;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;145;20;133
3215169;RS Hermina Karawang;Jawa Barat;Karawang;Jl. Tuparev Sukasari Kel. Karawang Wetan Kec. Karawang Timur Karawang;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;129;32;46
3216318;RS Umum Hermina Grand Wisata;Jawa Barat;Bekasi;Jl. Festival Boulevard Blok J AI No.1 Desa Lambang Sari Kec.Tambun Selatan Kab.Bekasi;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;250;102;592
3209040;RS Umum Daerah Arjawinangun;Jawa Barat;Cirebon;Jl. By Pass Palimanan - Jakarta KM. 2 No. 1  Arjawinangun;Rumah Sakit Umum;B;BLUD;Pemkab;254;112;766
3275141;RS Umum Permata Bekasi;Jawa Barat;Kota Bekasi; Jl. Legenda Raya No. 9 Mustika Jaya, Bekasi;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;131;42;265
3273030;RSAU dr. M. Salamun;Jawa Barat;Kota Bandung;Jl. Ciumbuleuit 203 Bandung;Rumah Sakit Umum;B;BLU;TNI AU;200;104;212
3274064;RS Umum Putera Bahagia;Jawa Barat;Kota Cirebon;Jl. Ciremai Raya No 114 Perumnas Cirebon;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;113;34;160
3213061;RS Rayhan;Jawa Barat;Subang;Jl. Raya Sadang - Subang KM 17 ,Desa Wantilan, Kecamatan Cipeundeuy, Kabupaten Subang, Jawa Barat, 41272;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;103;23;0
3201130;RS Ibu dan Anak Citra Insani;Jawa Barat;Bogor;Jl. Raya Parung No.242 Lebakwangi, Pemagarsari - Bogor;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;57;20;165
3273121;RS Umum Rajawali;Jawa Barat;Kota Bandung;Jl. Rajawali No.38  Rt 005 / Rw 010, Kelurahan Maleber, Kecamatan Andir, Kota Bandung 40184;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;102;30;405
3216397;RS Umum Asri Medika;Jawa Barat;Bekasi;Jl. Citanduy Raya L 11 No 1, Simpangan, Cikarang Utara, Kab Bekasi, Jawa Barat;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;55;20;134
3275024;RS Mekar Sari;Jawa Barat;Kota Bekasi;Jl. Mekar Sari No. 1 Bekasi;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;106;42;106
3201083;RS Umum Daerah Leuwiliang;Jawa Barat;Bogor;Jl. Raya Cibeber - Leuwiliang Bogor;Rumah Sakit Umum;B;BLUD;Pemkab;380;69;733
3276151;RS Umum Permata Depok;Jawa Barat;Kota Depok;Jl. Raya Muchtar No.22 Sawangan;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;130;102;385
3275065;RS Primaya Bekasi Utara;Jawa Barat;Kota Bekasi;Villa Indah Permai Golden City Blok G No. 1 Teluk Pucung Bekasi Utara;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;107;54;261
3217042;RS Jiwa Provinsi Jawa Barat;Jawa Barat;Bandung Barat;Jl. Kolonel Masturi KM 7 Cisarua - Bandung Barat;Rumah Sakit Khusus Jiwa;A;BLUD;Pemprop;284;34;439
3274016;RS Umum Daerah Gunung Jati;Jawa Barat;Kota Cirebon;Jl. Kesambi No. 56 Cirebon 45134;Rumah Sakit Umum;B;BLUD;Pemkot;418;114;1232
3279002;RS Umum Mitra Idaman;Jawa Barat;Kota Banjar;Jl. Sudiro W No.57 Kota Banjar;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;90;38;172
3202086;Rumah Sakit DKH Cibadak;Jawa Barat;Sukabumi;Jl. Siliwangi No.139, Kp. Sekarwangi RT 03/17 Kelurahan Cibadak, Kecamatan Cibadak, Kabupaten Sukabumi;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;164;54;218
3204170;RS Umum Daerah Bedas Cimaung;Jawa Barat;Bandung;Jl. Raya Pengalengan Desa Cikalong, Kec. Cimaung 40374 Kab. Bandung;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;57;20;0
3203052;RS Umum Daerah Sindangbarang;Jawa Barat;Cianjur;Jl. Raya Sindangbarang-Cidaun KM. 01 Desa Saganten Kec. Sindangbarang;Rumah Sakit Umum;D;Non BLU/BLUD;Pemkab;56;10;0
3275229;RS Umum Anna;Jawa Barat;Kota Bekasi;Jalan Pekayon Raya No 36, Kelurahan Jaka Setia, Kecamatan Bekasi Selatan, Kota Bekasi, Provinsi Jawa Barat;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;107;36;130
3275067;RS Umum Daerah Pondokgede;Jawa Barat;Kota Bekasi;Jl. Raya Jatiwaringin 1 RT 01 RW 11 Kel. Jatiwaringin Kec. Pondok gede;Rumah Sakit Umum;D;BLUD;Pemkot;72;29;26
3207045;RS Umum Permata Bunda;Jawa Barat;Ciamis;Jl. Mr. Iwa Kusumasomantri No.1 Ciamis;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Sosial;78;26;30
3207056;RS Umum Al-Arif;Jawa Barat;Ciamis; Jl. R.E. Martadinata No.158, Baregbeg - Ciamis;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Sosial;92;17;80
3276147;RS Ibu dan Anak Asyifa Depok;Jawa Barat;Kota Depok;Jl.Raya Depok - Cinere No 09, Rkp. Jaya Baru, Depok;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perusahaan;30;24;28
3209052;RS Umum Universitas Muhammadiyah Cirebon;Jawa Barat;Cirebon;Jl. KH. Wahid Hasyim No. 8 Desa Mertapeda Wetan, Kec. Astanajapura Kab. Cirebon 45181 Provinsi Jawa Barat;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Islam ;113;22;188
3201242;RS Ibu dan Anak Kenari Graha Medika;Jawa Barat;Bogor;Griya Kenari Mas Blok B2 Cileungsi Bogor;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;54;23;160
3201246;RS Ibu dan Anak Bunda Suryatni;Jawa Barat;Kota Bogor;Jl. KH. Sholeh Iskandar No,21 Tanah Sareal Kota Bogor;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;34;20;52
3213047;RS Umum Haji Syaiful Anwar;Jawa Barat;Subang;Jl. Raya Cipunagara RT. 39 RW. 10 Desa Kamarung Kecamatan Pagaden Kabupaten Subang Provinsi Jawa Barat;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;55;24;42
3203053;RS Edelweiss Bentang Salapan ;Jawa Barat;Cianjur;Jl. Raya Bandung RT. 001/RW. 011, Desa Bojong, Kec. Karangtengah;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;84;34;0
3271126;Mayapada Hospital Bogor;Jawa Barat;Kota Bogor;Jl. Pajajaran Indah V No.97, Bogor Timur Kota Bogor;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;104;63;503
3214040;RS Umum Karina Medika;Jawa Barat;Purwakarta;JL Baru Kp. Krajan RT 31 RW 09 Desa Maracang  Kec. Babakancikao Kab. Purwakarta  41151;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;75;21;133
3213010;RS Umum Daerah Subang;Jawa Barat;Subang; Jl. Brigjen Katamso No. 37  Subang;Rumah Sakit Umum;B;BLUD;Pemkab;250;101;551
3275052;RS Umum Juwita;Jawa Barat;Kota Bekasi;Jl. M. Hasibuan No.78, Bekasi Timur;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;100;30;110
3212058;RS Ibu dan Anak Irhamna Indramayu;Jawa Barat;Indramayu;Jl. Raya Terusan No. 01, Kel. Terusan, Kec. Sindang, Kab. Indramayu, Prov. Jawa Barat;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;SWASTA/LAINNYA;33;15;30
3215089;RS Umum Saraswati;Jawa Barat;Karawang;Jl. Jend. Ahmad Yani No.27, Cikampek, Kab. Karawang;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;61;21;65
3216415;RS Umum Ridhoka Salma;Jawa Barat;Bekasi;Jl. Raya Imam Bonjol No 7 Cikarang Barat;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;100;32;130
3208061;RS Jantung Hasna Medika Kuningan;Jawa Barat;Kuningan;Jl. Raya Cigugur Lingkungan Manis RT. 030 RW. 011 Kecamatan Cigugur;Rumah Sakit Khusus Jantung;B;Non BLU/BLUD;Perusahaan;75;33;134
3202051;RS Umum Daerah Jampang Kulon;Jawa Barat;Sukabumi;Jl. Cibarusah No.1 Jampang Kulon, Kab.Sukabumi;Rumah Sakit Umum;C;BLUD;Pemprop;180;31;183
3273442;RS Umum Bina Sehat ;Jawa Barat;Bandung;Jl. Raya Dayeuhkolot No.325, Desa Citeureup, Kec. Dayeuhkolot, Kab. Bandung;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;51;48;236
3216420;RS Umum Medirossa 2;Jawa Barat;Bekasi;JL Raya Serang Cibarusah No.5 Desa Sindangmulya Kecamatan Cibarusah Kab. Bekasi - 17340;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;116;53;185
3212071;RS Islam Zam-Zam Muhammadiyah Jatibarang;Jawa Barat;Indramayu;Jl. Letnan Joni 1231, Desa Jatibarang Baru, Kecamatan Jatibarang, Kabupaten Indramayu, Provinsi Jawa Barat;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Islam ;53;19;0
3216152;Siloam Hospitals Lippo Cikarang;Jawa Barat;Bekasi;Jl. MH Thamrin Kav.105 Bekasi;Rumah Sakit Umum;B;Non BLU/BLUD;SWASTA/LAINNYA;216;67;400
3276152;RS Umum Citra Medika Depok;Jawa Barat;Kota Depok;Jl. Raya Kalimulya No. 68, RT 6 RW 7, Kel. Kalimulya Kec. Cilodong;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;101;29;122
3213049;RS Khusus Ibu dan Anak Grha Mutiara;Jawa Barat;Subang;Jl. Brigjen Katamso No. 4 Subang  41212 Kp. Sukawening RT. 62 RW. 20 Kelurahan Cigadung Kecamatan Subang Kabupaten Subang Provinsi Jawa Barat;Rumah Sakit Khusus Ibu dan Anak;C;Non BLU/BLUD;Perusahaan;33;11;44
3216462;RS Umum dr. Abdul Radjak Cibitung;Jawa Barat;Bekasi;Jl. Al-Huda, Cikarang Jati NO 61, RT.02 RW.02 Desa Sukajaya ;Rumah Sakit Umum;D;Non BLU/BLUD;Perusahaan;50;18;0
3205021;RS Umum Tk. IV Guntur;Jawa Barat;Garut;Jl. Bratayuda No. 101 Kelurahan Kota Kulon Kecamatan Garut Kota Kabupaten Garut Provinsi Jawa Barat;Rumah Sakit Umum;C;BLU;TNI AD;164;46;310
3277021;RS Umum Kasih Bunda;Jawa Barat;Kota Cimahi;Jl. Mahar Martanegara No.166 Kel. Baros Kec. Cimahi Tengah;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;190;75;340
3209144;Sentra Medika Hospital Gempol;Jawa Barat;Cirebon;Jl. KH. Agus Salim Blok Ketipa Desa Kedungbunder;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;126;49;0
3271013;RS Umum PMI Bogor;Jawa Barat;Kota Bogor;Jl. Raya Pajajaran No. 80 Bogor;Rumah Sakit Umum;B;Non BLU/BLUD;Organisasi Sosial;336;135;1248
3276028;RS Umum Mitra Keluarga Depok;Jawa Barat;Kota Depok;Jl. Margonda Raya, Pancoran Mas, Depok, Jawa Barat;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;117;62;251
3204130;RS Mata Bandung Eye Center;Jawa Barat;Kota Bandung;Jl. Buah Batu No.147 Kel. Turangga Kec. Lengkong Kota Bandung 40265 -6.9377070, 107.6238201;Rumah Sakit Khusus Mata;C;Non BLU/BLUD;SWASTA/LAINNYA;16;25;52
3210014;RS Umum Daerah Majalengka;Jawa Barat;Majalengka; Jl. Kesehatan No.77 Majalengka;Rumah Sakit Umum;C;BLUD;Pemkab;218;53;417
3216351;RS Umum Kartika Husada;Jawa Barat;Bekasi;Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;102;28;148
3201229;RS Umum Citama;Jawa Barat;Bogor;Jl. Raya Pabuaran No. 52 Bogor;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;115;28;249
3205023;RS Umum Nurhayati Garut;Jawa Barat;Garut;Jl. Jendral Sudirman No. 6 RT. 05 RW. 05 Desa Suci Kecamatan Karangpawitan Kabupaten Garut Provinsi Jawa Barat Indonesia;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Sosial;112;44;88
3205026;RS Umum Intan Husada;Jawa Barat;Garut;Jl. Suherman Nomor 72 Desa Tarogong Kec. Tarogong Kidul Kabupaten Garut 44151 Provinsi Jawa Barat;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;99;35;246
3204137;RS Kartini;Jawa Barat;Kota Bandung;Jl. Pahlawan No. 48  Kel. Neglasari  Kec. Cibeunying Kaler Kota Bandung Propinsi Jawa Barat 40124;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;63;72;0
3273561;RS Pasundan;Jawa Barat;Kota Bandung;Jl. Haji Wasid No. 1 RT. 008 RW. 007 Kel. Lebak Gede Kec. Coblong;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;99;37;0
3201035;RS Umum Bhakti Yudha;Jawa Barat;Kota Depok;Jl. Raya Sawangan No. 2A Depok;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;118;52;514
3273052;RS Umum Immanuel Bandung;Jawa Barat;Kota Bandung;Jl. Kopo 161 Bandung;Rumah Sakit Umum;B;Non BLU/BLUD;Organisasi Protestan;320;58;1254
3274100;RS Umum Budi Asta;Jawa Barat;Kota Cirebon;Jl. Kalitanjung No.51, Kec. Harjamukti, Kel. Harjamukti, Kota Cirebon, Jawa Barat;Rumah Sakit Umum;D;Non BLU/BLUD;Organisasi Sosial;51;38;46
3214034;RS Umum Rama Hadi;Jawa Barat;Purwakarta;Jl.Raya Sadang - Subang RT 17/04 Desa Ciwangi Kec. Bungursari Kab. Purwakarta;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;149;91;330
3201152;RS Umum Mary Cileungsi Hijau;Jawa Barat;Bogor;Jl. Raya Narogong Km 21 Cileungsi Bogor;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;107;37;165
3273176;RS Umum Tk. IV 03.07.03 Sariningsih;Jawa Barat;Kota Bandung;Jl. L. L. R.E. Martadinata No.09, Kel.Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115;Rumah Sakit Umum;D;Non BLU/BLUD;TNI AD;108;29;92
3274134;RS Umum Medimas;Jawa Barat;Kota Cirebon;Jl. Evakuasi No. 116 Cirebon Kelurahan Karyamulya, Kecamatan Kesambi, Kota Cirebon, Provinsi Jawa Barat;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;100;47;176
3216072;RS Umum Bhakti Husada;Jawa Barat;Bekasi;Jl. R. E. Martadinata (By Pass) Cikarang - Bekasi;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;120;33;228
3204086;RS Umum Daerah Al Ihsan Provinsi Jawa Barat;Jawa Barat;Bandung;  Jl. Ki Astramanggala Bale Endah Kab. Bandung;Rumah Sakit Umum;B;BLUD;Pemprop;617;133;997
3274031;RS Umum Panti Abdi Dharma;Jawa Barat;Kota Cirebon;Jl. Pulasaren No.07 Cirebon 45114;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;101;22;63
3277019;RS Umum Avisena;Jawa Barat;Kota Cimahi;Jl. Melong 170 RT 04 RW 05 Kelurahan Melong, Kecamatan Cimahi Selatan, Kota Cimahi, JAWA BARAT;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;138;37;225
3216421;RS Umum Puspa Husada;Jawa Barat;Bekasi;Jalan Pondok Timur Indah No.Km.1 No.27 Jatimulya Kec. Tambun Sel. Kabupaten Bekasi, Jawa Barat 17157, Indonesia;Rumah Sakit Umum;D;Non BLU/BLUD;SWASTA/LAINNYA;50;22;64
3216426;RS DKH Sukatani;Jawa Barat;Bekasi;Jl Raya Pilar Sukatani No 9 Desa Karangsentosa, kec. Karang Bahagia, Kab. Bekasi, Jawa Barat;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;110;24;42
3201251;RS Umum Siloam Hospitals Bogor;Jawa Barat;Kota Bogor;Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor;Rumah Sakit Umum;C;Non BLU/BLUD;Perusahaan;104;52;268
3218001;RS Umum Daerah Pandega Pangandaran;Jawa Barat;Pangandaran;Jl. Merdeka Desa Pananjung Kecamatan Pangandaran Kabupaten Pangandaran Kode Pos 46396;Rumah Sakit Umum;C;BLUD;Pemkab;247;29;467
3275263;RS Umum Citra Harapan;Jawa Barat;Kota Bekasi;Jl.Raya Harapan Indah Kawasan Sentra Niaga No. 3-5 Harapan Indah Pejuang, Medan Satria Kota Bekasi ;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;107;28;287
3208024;RS Umum Wijaya Kusumah;Jawa Barat;Kuningan;Jl. RE Martadinata No. 172 Kab. Kuningan;Rumah Sakit Umum;C;Non BLU/BLUD;Organisasi Sosial;120;30;189
3212042;RS Umum Bhayangkara Indramayu;Jawa Barat;Indramayu; Jl. Raya Pantura Km.73-75 Losarang - Indramayu;Rumah Sakit Umum;C;BLU;POLRI;132;30;304
3201240;RS Umum Juliana;Jawa Barat;Kota Bogor;Jl. Raya Tajur No. 75 Bogor Timur Kota Bogor;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;112;26;132
3275062;RS Siloam Bekasi Timur;Jawa Barat;Kota Bekasi;Jl. Charil Anwar Blu Plaza No 27, RT. 004 RW. 09 Kelurahan Margahayu Kecamatan Bekasi Timur;Rumah Sakit Umum;C;Non BLU/BLUD;SWASTA/LAINNYA;101;44;188
